gene	disease
MYO6	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
MYO6	Nonsyndromic hearing loss and deafness
MYO6	Nonsyndromic hearing loss and deafness
MYO6	Autosomal dominant non-syndromic sensorineural deafness type DFNA
MYO6	Hereditary hearing loss and deafness
MYO6	Hereditary hearing loss and deafness
MYO7A	Hereditary hearing loss and deafness
MYO7A	Hereditary hearing loss and deafness
MYO7A	Hereditary hearing loss and deafness
MYO7A	Autosomal dominant non-syndromic sensorineural deafness type DFNA
MYO7A	Nonsyndromic hearing loss and deafness
MYO7A	Nonsyndromic hearing loss and deafness
MYO7A	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
MYOC	Glaucoma
NCF4	Chronic granulomatous disease
NDRG1	Charcot-Marie-Tooth disease type 4
NDRG1	Charcot-Marie-Tooth disease
NEFL	Charcot-Marie-Tooth disease, type 2
NEFL	Charcot-Marie-Tooth disease, type I
NEFL	Charcot-Marie-Tooth disease
NEFL	Charcot-Marie-Tooth disease
NF1	Rasopathy
NF1	Rasopathy
NF2	Hereditary hearing loss and deafness
NGLY1	Congenital disorder of glycosylation
NPC1	Niemann-Pick disease, type C
NPC1	Sphingomyelin/cholesterol lipidosis
NPHS1	Hereditary nephrotic syndrome
NPHS1	Hereditary Nephrotic Syndromes, Autosomal Recessive
NPHS2	Hereditary Nephrotic Syndromes, Autosomal Recessive
NPHS2	Hereditary nephrotic syndrome
NPPA	Atrial standstill
NRG1	Schizophrenia
NRXN1	Schizophrenia
NUDT15	Thiopurine methyltransferase deficiency
NUDT15	Thiopurine methyltransferase deficiency
OCA2	Oculocutaneous albinism
OPN1LW	Red-green color vision defects
OPN1MW	Red-green color vision defects
OTC	Disorder of the urea cycle metabolism
OTOF	Hereditary hearing loss and deafness
OTOF	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
OTOF	Nonsyndromic hearing loss and deafness
PAH	Disorder of amino acid metabolism
PALB2	Fanconi anemia
PALB2	Fanconi anemia
PALB2	Neoplasm of the breast
PALB2	Neoplasm of the breast
PARK7	Parkinson disease
PCDH15	Nonsyndromic hearing loss and deafness
PCDH15	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
PCDH15	Hereditary hearing loss and deafness
PCDH15	Hereditary hearing loss and deafness
PCDH15	Hereditary hearing loss and deafness
PCDH15	Usher syndrome type 1
PCDH15	Usher syndrome type 1
PCSK1	Monogenic Non-Syndromic Obesity, Autosomal Recessive
PCSK9	Familial hypercholesterolemia
PDHA1	Leigh syndrome
PDHA1	Mitochondrial diseases
PDHA1	Pyruvate dehydrogenase complex deficiency
PDHA1	Hereditary hearing loss and deafness
PDX1	Neonatal diabetes mellitus
PDX1	Neonatal diabetes mellitus
PDZD7	Usher syndrome type 2
PDZD7	Usher syndrome type 2
PDZD7	Hereditary hearing loss and deafness
PDZD7	Hereditary hearing loss and deafness
PEX1	Peroxisome biogenesis disorders, Zellweger syndrome spectrum
PEX1	Peroxisome biogenesis disorders, Zellweger syndrome spectrum
PEX1	Hereditary hearing loss and deafness
PEX1	Hereditary hearing loss and deafness
PEX1	Peroxisome biogenesis disorders
PEX1	Peroxisome biogenesis disorders
PEX10	Peroxisome biogenesis disorders
PEX10	Peroxisome biogenesis disorders
PEX10	Hereditary hearing loss and deafness
PEX10	Hereditary hearing loss and deafness
PEX10	Peroxisome biogenesis disorders, Zellweger syndrome spectrum
PEX10	Peroxisome biogenesis disorders, Zellweger syndrome spectrum
PEX7	Peroxisome biogenesis disorders
PEX7	Peroxisome biogenesis disorders
PEX7	Hereditary hearing loss and deafness
PEX7	Peroxisome biogenesis disorders, Zellweger syndrome spectrum
PEX7	Rhizomelic chondrodysplasia punctata
PGAM2	Glycogen storage disease
PGM1	Glycogen storage disease
PHKG2	Glycogen storage disease
PHKG2	Glycogen phosphorylase kinase deficiency
PINK1	Parkinson disease 6
PINK1	Parkinson disease
PINK1	Parkinson disease
PKD1	Polycystic kidney disease, autosomal dominant
PKD2	Polycystic kidney disease, autosomal dominant
PKP2	Arrhythmogenic right ventricular cardiomyopathy
PKP2	Cardiomyopathy
PLA2G6	Neurodegeneration with brain iron accumulation
PLA2G6	Neurodegeneration with brain iron accumulation
PLA2G6	Parkinson disease
PLIN1	Familial partial lipodystrophy
PMM2	Congenital disorder of glycosylation
PMS1	COLORECTAL CANCER
PMS1	Lynch syndrome
PMS1	Carcinoma of colon
PMS2	Carcinoma of colon
PMS2	Carcinoma of colon
PMS2	Carcinoma of colon
PMS2	Carcinoma of colon
PMS2	COLORECTAL CANCER
PMS2	Lynch syndrome
PMS2	Lynch syndrome
PMS2	Familial adenomatous polyposis 1
PMS2	COLORECTAL CANCER
PMS2	COLORECTAL CANCER
PMS2	COLORECTAL CANCER
POLD1	Carcinoma of colon
POLD1	COLORECTAL CANCER
POLR3B	Pol III-related leukodystrophy
POLR3B	Pol III-related leukodystrophy
POMC	Monogenic Non-Syndromic Obesity, Autosomal Recessive
PON1	Microvascular complications of diabetes
PPARG	Familial partial lipodystrophy
PPT1	Neuronal ceroid lipofuscinosis
PRF1	Familial hemophagocytic lymphohistiocytosis
PRKAG2	Cardiomyopathy
PRKAG2	Primary familial hypertrophic cardiomyopathy
PRKG1	Familial thoracic aortic aneurysm and aortic dissection
PRKG1	Familial thoracic aortic aneurysm and aortic dissection
PRNP	Genetic prion diseases
PRNP	Genetic prion diseases
PRNP	Genetic prion diseases
PROC	Venous thrombosis
PRODH	Schizophrenia
PROM1	Stargardt disease
PROM1	Retinitis pigmentosa
PROS1	Venous thrombosis
PRRT2	Paroxysmal kinesigenic dyskinesia
PSEN1	Early-onset autosomal dominant Alzheimer disease
PSEN1	Cardiomyopathy
PSEN1	Alzheimer disease
PSEN2	Alzheimer disease
PSEN2	Cardiomyopathy
PSEN2	Early-onset autosomal dominant Alzheimer disease
PSEN2	Cardiomyopathy
PSEN2	Familial dilated cardiomyopathy
PTEN	Familial cancer of breast
PTEN	Familial cancer of breast
PTEN	Neoplasm of the genitourinary tract
PTEN	Neoplasm of the breast
PTEN	Neoplasm of the breast
PTPN11	Rasopathy
PTPN11	Rasopathy
PTPN11	Rasopathy
PTPN11	Rasopathy
PTPN11	Rasopathy
PTPN11	Noonan syndrome with multiple lentigines
PTPRQ	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
PTPRQ	Nonsyndromic hearing loss and deafness
PTPRQ	Hereditary hearing loss and deafness
PYGM	Glycogen storage disease
QDPR	Disorder of amino acid metabolism
QDPR	Phenylketonuria
RAD51C	Neoplasm of the breast
RAD51C	Fanconi anemia
RAD51C	Fanconi anemia
RAD51C	Familial cancer of breast
RAD51C	Hereditary breast and ovarian cancer syndrome
RAD51D	Hereditary breast and ovarian cancer syndrome
RAD51D	Familial cancer of breast
RAD51D	Neoplasm of the breast
RAF1	Rasopathy
RAF1	Rasopathy
RAF1	Noonan syndrome with multiple lentigines
RAF1	Noonan syndrome
RB1	Neoplasm of the genitourinary tract
RELN	Lissencephaly
RELN	Malformation of cortical development
RELN	Lissencephaly
RET	Multiple endocrine neoplasia, type 2
RET	Multiple endocrine neoplasia, type 2
RET	Multiple endocrine neoplasia, type 2
RET	Hirschsprung disease
RET	Hirschsprung disease
RMRP	Cartilage-Hair Hypoplasia-Anauxetic Dysplasia Spectrum Disorders
RMRP	Cartilage-Hair Hypoplasia-Anauxetic Dysplasia Spectrum Disorders
RMRP	Cartilage-Hair Hypoplasia-Anauxetic Dysplasia Spectrum Disorders
RPE65	Retinitis pigmentosa
RPE65	Leber congenital amaurosis
RTEL1	Dyskeratosis congenita
RYR1	Malignant hyperthermia susceptibility
RYR1	Multiminicore Disease
RYR1	Multiminicore Disease
RYR1	Congenital muscular dystrophy
RYR1	Congenital muscular dystrophy
RYR1	Statin causing adverse effect in therapeutic use
RYR2	Arrhythmogenic right ventricular cardiomyopathy
RYR2	Cardiomyopathy
SBF2	Charcot-Marie-Tooth disease
SBF2	Charcot-Marie-Tooth disease type 4
SCN4A	Hypokalemic periodic paralysis
SCN4A	Hypokalemic periodic paralysis
SCN4A	Congenital myasthenic syndrome
SCN4A	Leigh syndrome
SCN4A	Mitochondrial diseases
SCN4A	Hereditary hearing loss and deafness
SCN5A	Romano-Ward syndrome
SCN5A	Paroxysmal familial ventricular fibrillation
SCN5A	Familial dilated cardiomyopathy
SCN5A	Primary dilated cardiomyopathy
SCN5A	Cardiomyopathy
SCN5A	Brugada syndrome
SCN9A	Hereditary sensory and autonomic neuropathy type II
SDHB	Hereditary Paraganglioma-Pheochromocytoma Syndromes
SDHD	Hereditary Paraganglioma-Pheochromocytoma Syndromes
SDHD	Hereditary hearing loss and deafness
SDHD	Mitochondrial diseases
SEPSECS	Pontocerebellar hypoplasia type 2
SEPSECS	Pontoneocerebellar hypoplasia
SERPINC1	Venous thrombosis
SERPINF1	Osteogenesis imperfecta
SERPING1	Hereditary angioneurotic edema
SERPING1	Hereditary angioneurotic edema
SGSH	Sanfilippo syndrome
SH2B3	Familial erythrocytosis
SH3TC2	Charcot-Marie-Tooth disease type 4
SH3TC2	Charcot-Marie-Tooth disease
SHANK3	Schizophrenia
SIX5	Hereditary hearing loss and deafness
SIX5	Branchiootorenal Spectrum Disorders
SLC22A5	Disorder of fatty acid metabolism
SLC25A13	Citrin deficiency
SLC25A13	Citrin deficiency
SLC26A2	Atelosteogenesis
SLC26A4	Nonsyndromic hearing loss and deafness
SLC26A4	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
SLC26A4	Hereditary hearing loss and deafness
SLC2A1	GLUT1 deficiency syndrome
SLC2A1	GLUT1 deficiency syndrome
SLC2A1	GLUT1 deficiency syndrome
SLC37A4	Glycogen storage disease, type I
SLC37A4	Glycogen storage disease
SLC45A2	Oculocutaneous albinism
SLC4A1	Hereditary spherocytosis
SLC6A8	Cerebral creatine deficiency syndrome
SLCO1B1	Statin causing adverse effect in therapeutic use
SLCO1B1	Statin causing adverse effect in therapeutic use
SMAD3	Loeys-Dietz syndrome
SMAD7	COLORECTAL CANCER
SMAD7	Carcinoma of colon
SMN1	Spinal muscular atrophy
SMN1	Spinal muscular atrophy
SMN1	Spinal muscular atrophy
SMN1	Spinal muscular atrophy
SMN2	Spinal muscular atrophy
SMPD1	Sphingomyelin/cholesterol lipidosis
SMPD1	Sphingomyelin/cholesterol lipidosis
SMPD1	Ashkenazi Jewish disorders
SNCA	Parkinson disease
SNCA	Parkinson disease
SOD1	Amyotrophic lateral sclerosis
SOD1	Amyotrophic lateral sclerosis
SOD2	Microvascular complications of diabetes
SOS1	Noonan syndrome
SOS1	Rasopathy
SOS1	Rasopathy
SOST	Sclerosteosis
SPTA1	Hereditary elliptocytosis
SPTA1	Hereditary spherocytosis
STAR	Congenital adrenal hyperplasia
STAR	Disorder of endocrine system
STAT4	Systemic lupus erythematosus
STK11	Familial cancer of breast
STK11	Neoplasm of the genitourinary tract
STK11	Carcinoma of colon
STK11	Neoplasm of the breast
STK11	COLORECTAL CANCER
SURF1	Mitochondrial diseases
SURF1	Hereditary hearing loss and deafness
TARDBP	Amyotrophic lateral sclerosis
TARDBP	Amyotrophic lateral sclerosis
TAZ	Cardiomyopathy
TAZ	Cardiomyopathy
TAZ	Familial dilated cardiomyopathy
TCOF1	Treacher Collins syndrome
TECTA	Autosomal dominant non-syndromic sensorineural deafness type DFNA
TECTA	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
TECTA	Nonsyndromic hearing loss and deafness
TECTA	Nonsyndromic hearing loss and deafness
TECTA	Hereditary hearing loss and deafness
TECTA	Hereditary hearing loss and deafness
TERC	Dyskeratosis congenita
TERT	Dyskeratosis congenita
TERT	Dyskeratosis congenita
TERT	Hereditary cutaneous melanoma
TERT	Malignant melanoma of skin
TERT	Cutaneous melanoma
TFR2	Hereditary hemochromatosis
TGFB1	Ashkenazi Jewish disorders
TGFB2	Loeys-Dietz syndrome
TGFB3	Cardiomyopathy
TGFB3	Arrhythmogenic right ventricular cardiomyopathy
TGFBR1	Loeys-Dietz syndrome
TGFBR1	Familial aortopathy
TGFBR2	Loeys-Dietz syndrome
TGFBR2	Lynch syndrome
TGFBR2	COLORECTAL CANCER
TGFBR2	Carcinoma of colon
TMC1	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
TMC1	Nonsyndromic hearing loss and deafness
TMC1	Nonsyndromic hearing loss and deafness
TMC1	Autosomal dominant non-syndromic sensorineural deafness type DFNA
TMC1	Hereditary hearing loss and deafness
TMC1	Hereditary hearing loss and deafness
TMEM43	Cardiomyopathy
TMEM43	Arrhythmogenic right ventricular cardiomyopathy
TMIE	Hereditary hearing loss and deafness
TMIE	Nonsyndromic hearing loss and deafness
TMIE	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
TMPRSS3	Nonsyndromic hearing loss and deafness
TMPRSS3	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
TMPRSS3	Hereditary hearing loss and deafness
TNNI3	Familial dilated cardiomyopathy
TNNI3	Familial dilated cardiomyopathy
TNNI3	Cardiomyopathy
TNNI3	Cardiomyopathy
TNNI3	Familial restrictive cardiomyopathy
TNNI3	Primary familial hypertrophic cardiomyopathy
TNNI3	Cardiomyopathy
TNNI3	Primary dilated cardiomyopathy
TNNI3	Primary dilated cardiomyopathy
TNNT2	Primary familial hypertrophic cardiomyopathy
TNNT2	Cardiomyopathy
TNNT2	Cardiomyopathy
TNNT2	Familial restrictive cardiomyopathy
TNNT2	Cardiomyopathy
TNNT2	Familial dilated cardiomyopathy
TP53	Li-Fraumeni syndrome
TP53	Glioma
TP53	Glioma
TP53	Neoplasm of the breast
TP53	Neoplasm of the breast
TPM1	Cardiomyopathy
TPM1	Familial dilated cardiomyopathy
TPM1	Cardiomyopathy
TPM1	Cardiomyopathy
TPM1	Primary familial hypertrophic cardiomyopathy
TPO	Congenital hypothyroidism
TPP1	Neuronal ceroid lipofuscinosis
TRIP13	Mosaic variegated aneuploidy syndrome
TRIP13	Mosaic variegated aneuploidy syndrome
TRPC6	Hereditary Nephrotic Syndromes, Autosomal Dominant
TRPC6	Hereditary nephrotic syndrome
TRPC6	Focal segmental glomerulosclerosis
TRPC6	Focal segmental glomerulosclerosis
TSC1	Tuberous sclerosis syndrome
TSHR	Congenital hypothyroidism
TTN	Limb-girdle muscular dystrophy, autosomal recessive
TTN	Cardiomyopathy
TTN	Cardiomyopathy
TTN	Primary familial hypertrophic cardiomyopathy
TTN	Familial dilated cardiomyopathy
TTN	Limb-girdle muscular dystrophy
TTN	Limb-girdle muscular dystrophy
TTN	Cardiomyopathy
TYR	Oculocutaneous albinism type 1
TYR	Oculocutaneous albinism type 1
TYR	Oculocutaneous albinism
TYR	Oculocutaneous albinism
TYRP1	Oculocutaneous albinism
UGT1A1	Crigler-Najjar syndrome
UGT1A1	Crigler-Najjar syndrome
UNC13D	Familial hemophagocytic lymphohistiocytosis
USH1C	Hereditary hearing loss and deafness
USH1C	Hereditary hearing loss and deafness
USH1C	Hereditary hearing loss and deafness
USH1C	Hereditary hearing loss and deafness
USH1C	Nonsyndromic hearing loss and deafness
USH1C	Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive
USH1C	Usher syndrome, type 1B
USH1G	Hereditary hearing loss and deafness
USH1G	Usher syndrome type 1
USH2A	Hereditary hearing loss and deafness
USH2A	Retinitis pigmentosa
USH2A	Usher syndrome type 2
VEGFA	Microvascular complications of diabetes
VHL	Familial erythrocytosis
VPS35	Parkinson disease
VPS53	Pontoneocerebellar hypoplasia
VPS53	Pontocerebellar hypoplasia type 2
VWF	von Willebrand disorder
WDPCP	Bardet-Biedl syndrome
WFS1	Autosomal dominant non-syndromic sensorineural deafness type DFNA
WFS1	Autosomal dominant non-syndromic sensorineural deafness type DFNA
WFS1	Nonsyndromic hearing loss and deafness
WFS1	Nonsyndromic hearing loss and deafness
WFS1	Hereditary hearing loss and deafness
WFS1	Hereditary hearing loss and deafness
WT1	Hereditary Nephrotic Syndromes, Autosomal Dominant
WT1	Hereditary nephrotic syndrome
WT1	Nephroblastoma
XPC	Xeroderma pigmentosum
YARS2	Mitochondrial myopathy and sideroblastic anemia
