gene	disease
BBS5	Bardet-Biedl syndrome 5
BBS7	Bardet-Biedl syndrome 7
BBS9	Bardet-Biedl syndrome 9
BCAM	BLOOD GROUP--LUTHERAN SYSTEM
BCAM	LuLu phenotype
BCAP31	Chromosome Xq28 deletion syndrome
BCAT2	Hypervalinemia and hyperleucine-isoleucinemia
BCHE	Deficiency of butyrylcholine esterase
BCKDHA	Maple syrup urine disease
BCKDHA	Maple syrup urine disease
BCKDHB	Maple syrup urine disease
BCKDHB	Maple syrup urine disease
BCKDHB	Maple syrup urine disease type 1B
BCKDK	Branched-chain keto acid dehydrogenase kinase deficiency
BCL10	Mesothelioma, malignant
BCL10	Immunodeficiency 37
BCL10	Malignant tumor of testis
BCL10	Non-Hodgkin lymphoma
BCL10	Gastric lymphoma
BCL11A	Intellectual developmental disorder with persistence of fetal hemoglobin
BCL11B	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, DYSMORPHIC FACIES, AND T-CELL ABNORMALITIES
BCL11B	Immunodeficiency 49
BCO1	Hypercarotenemia and vitamin a deficiency, autosomal dominant
BCOR	Lenz microphthalmia syndrome
BCOR	Oculofaciocardiodental syndrome
BCORL1	SHUKLA-VERNON SYNDROME
BCR	Chronic myelogenous leukemia, BCR-ABL1 positive
BCR	Acute lymphoid leukemia
BCS1L	Pili torti-deafness syndrome
BCS1L	Mitochondrial complex III deficiency, nuclear type 1
BCS1L	GRACILE syndrome
BCS1L	Leigh syndrome
BDP1	DEAFNESS, AUTOSOMAL RECESSIVE 112
BEAN1	Spinocerebellar ataxia type 31
BEST1	Retinitis pigmentosa 50
BEST1	Bestrophinopathy, autosomal recessive
BEST1	Vitreoretinochoroidopathy
BEST1	Vitelliform macular dystrophy type 2
BFSP1	Cataract 33, multiple types
BFSP2	Cataract 12, multiple types
BGN	X-linked spondyloepimetaphyseal dysplasia
BGN	Meester-loeys syndrome
BHLHA9	Camptosynpolydactyly, complex
BHLHA9	Mesoaxial synostotic syndactyly with phalangeal reduction
BHLHE41	Short sleep, familial natural, 1
BICC1	Renal dysplasia, cystic, susceptibility to
BICD2	Spinal muscular atrophy, lower extremity-predominant, 2A, autosomal dominant
BICD2	SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, 2B, PRENATAL ONSET, AUTOSOMAL DOMINANT
BIN1	Autosomal recessive centronuclear myopathy
BLK	Maturity-onset diabetes of the young, type 11
BLM	Bloom syndrome
BLNK	Agammaglobulinemia 4, autosomal recessive
BLOC1S3	Hermansky-Pudlak syndrome 8
BLOC1S6	Hermansky-Pudlak syndrome 9
BLVRA	Hyperbiliverdinemia
BMP1	Osteogenesis imperfecta, type xiii
BMP15	Ovarian dysgenesis 2
BMP2	SHORT STATURE, FACIAL DYSMORPHISM, AND SKELETAL ANOMALIES WITH OR WITHOUT CARDIAC ANOMALIES
BMP2	Hemochromatosis type 1
BMP2	Brachydactyly type A2
BMP4	Orofacial cleft 11
BMP4	Anophthalmia-microphthalmia syndrome
BMP4	Microphthalmia with brain and digit anomalies
BMPER	Diaphanospondylodysostosis
BMPR1A	Juvenile polyposis syndrome
BMPR1A	Hereditary mixed polyposis syndrome 2
BMPR1B	Acromesomelic dysplasia, Demirhan type
BMPR1B	Brachydactyly, type a1, d
BMPR1B	Brachydactyly type A2
BMPR2	Pulmonary venoocclusive disease 1, autosomal dominant
BMPR2	Primary pulmonary hypertension
BMS1	Aplasia cutis congenita (disease)
BNC1	PREMATURE OVARIAN FAILURE 16
BNC2	LOWER URINARY TRACT OBSTRUCTION, CONGENITAL
BOLA3	Multiple mitochondrial dysfunctions syndrome 2
BPGM	Deficiency of bisphosphoglycerate mutase
BPNT2	Chondrodysplasia with joint dislocations, GPAPP type
BPTF	NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND DISTAL LIMB ANOMALIES
BPY2	Spermatogenic failure, Y-linked 2
BRAF	Vemurafenib response
BRAF	Cardiofaciocutaneous syndrome 1
BRAF	LEOPARD syndrome 3
BRAF	Dabrafenib response
BRAF	Noonan syndrome 1
BRAF	Noonan syndrome 7
BRAF	Lung cancer
BRAT1	NEURODEVELOPMENTAL DISORDER WITH CEREBELLAR ATROPHY AND WITH OR WITHOUT SEIZURES
BRAT1	Rigidity and multifocal seizure syndrome, lethal neonatal
BRCA1	Hereditary breast and ovarian cancer syndrome
BRCA1	Pancreatic cancer 4
BRCA1	FANCONI ANEMIA, COMPLEMENTATION GROUP S
BRCA1	Familial cancer of breast
BRCA1	Breast-ovarian cancer, familial 1
BRCA2	Glioma susceptibility 3
BRCA2	Wilms tumor 1
BRCA2	Pancreatic cancer 2
BRCA2	Familial cancer of breast
BRCA2	Fanconi anemia, complementation group D1
BRCA2	Malignant tumor of prostate
BRCA2	Hereditary breast and ovarian cancer syndrome
BRCA2	Medulloblastoma
BRCA2	Breast-ovarian cancer, familial 2
BRDT	SPERMATOGENIC FAILURE 21
BRF1	Cerebellofaciodental syndrome
BRIP1	Fanconi anemia, complementation group J
BRIP1	Familial cancer of breast
BRPF1	Intellectual developmental disorder with dysmorphic facies and ptosis
BRWD3	Mental retardation, X-linked 93
BSCL2	Distal hereditary motor neuronopathy type 5
BSCL2	Encephalopathy, progressive, with or without lipodystrophy
BSCL2	Congenital generalized lipodystrophy type 2
BSCL2	Spastic paraplegia 17
BSG	BLOOD GROUP--OK
BSND	Bartter disease type 4a
BTD	Biotinidase deficiency
BTG4	OOCYTE MATURATION DEFECT 8
BTK	X-linked agammaglobulinemia
BTK	X-linked agammaglobulinemia with growth hormone deficiency
BTNL2	Sarcoidosis 2
BUB1	Colorectal cancer
BUB1B	Colorectal cancer
BUB1B	Premature chromatid separation trait
BUB1B	Mosaic variegated aneuploidy syndrome 1
BVES	Muscular dystrophy, limb-girdle, type 2X
C11orf80	HYDATIDIFORM MOLE, RECURRENT, 4
C12orf4	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 66
C12orf57	Temtamy syndrome
C12orf65	Spastic paraplegia 55, autosomal recessive
C12orf65	Combined oxidative phosphorylation deficiency 7
C19orf12	Spastic paraplegia 43, autosomal recessive
C19orf12	Neurodegeneration with brain iron accumulation 4
C1GALT1C1	Polyagglutinable erythrocyte syndrome
C1QA	C1q deficiency
C1QB	C1q deficiency
C1QBP	Combined oxidative phosphorylation deficiency 33
C1QC	C1q deficiency
C1QTNF5	Late-onset retinal degeneration
C1R	Ehlers-Danlos syndrome, type 8
C1S	Ehlers-Danlos syndrome, periodontal type, 2
C1S	Complement component c1s deficiency
C2	Age-related macular degeneration 14
C2	Complement component 2 deficiency
C2CD3	Orofaciodigital syndrome xiv
C3	Atypical hemolytic-uremic syndrome 5
C3	Age-related macular degeneration 9
C3	Complement component 3 deficiency, autosomal recessive
C4A	Complement component 4a deficiency
C4A	Blood group, Chido/Rodgers system
C4B	Complement component 4b deficiency
C5	Leiner disease
C5	Eculizumab, poor response to
C6	Complement component 6 deficiency
C7	Complement component 7 deficiency
C8A	Type i complement component 8 deficiency
C8B	Type II complement component 8 deficiency
C8orf37	Retinitis pigmentosa
C8orf37	Cone-rod dystrophy 16
C8orf37	Bardet-Biedl syndrome 21
C9	Complement component 9 deficiency
C9	Macular degeneration, age-related, 15
C9orf72	Amyotrophic lateral sclerosis and/or frontotemporal dementia 1
C9orf72	Amyotrophic lateral sclerosis
C9orf72	Amyotrophic lateral sclerosis
CA12	Hyperchlorhidrosis, isolated
CA2	Osteopetrosis with renal tubular acidosis
CA4	Retinitis pigmentosa 17
CA5A	Carbonic anhydrase VA deficiency, hyperammonemia due to
CA8	Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 3
CABP2	Deafness, autosomal recessive 93
CABP4	Congenital stationary night blindness, type 2B
CACNA1A	Spinocerebellar ataxia type 6
CACNA1A	Familial hemiplegic migraine type 1
CACNA1A	Epileptic encephalopathy, early infantile, 42
CACNA1A	Episodic ataxia type 2
CACNA1B	NEURODEVELOPMENTAL DISORDER WITH SEIZURES AND NONEPILEPTIC HYPERKINETIC MOVEMENTS
CACNA1C	Long QT syndrome 8
CACNA1C	Timothy syndrome
CACNA1C	Brugada syndrome 3
CACNA1D	Primary aldosteronism, seizures, and neurologic abnormalities
CACNA1D	Sinoatrial node dysfunction and deafness
CACNA1E	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 69
CACNA1F	X-linked cone-rod dystrophy 3
CACNA1F	Congenital stationary night blindness, type 2A
CACNA1F	Ocular albinism, type II
CACNA1G	Spinocerebellar ataxia 42
CACNA1G	SPINOCEREBELLAR ATAXIA 42, EARLY-ONSET, SEVERE, WITH NEURODEVELOPMENTAL DEFICITS
CACNA1H	Epilepsy, childhood absence 6
CACNA1H	Hyperaldosteronism, familial, type IV
CACNA1S	Hypokalemic periodic paralysis 1
CACNA1S	Malignant hyperthermia, susceptibility to, 5
CACNA1S	Thyrotoxic periodic paralysis, susceptibility to, 1
CACNA2D2	CEREBELLAR ATROPHY WITH SEIZURES AND VARIABLE DEVELOPMENTAL DELAY
CACNA2D4	Retinal cone dystrophy 4
CACNB2	Brugada syndrome 4
CACNB4	Epilepsy, idiopathic generalized 9
CACNB4	Episodic ataxia, type 5
CACNG2	Mental retardation, autosomal dominant 10
CAD	Epileptic encephalopathy, early infantile, 50
CALCR	Postmenopausal osteoporosis
CALCRL	LYMPHATIC MALFORMATION 8
CALM1	Ventricular tachycardia, catecholaminergic polymorphic, 4
CALM1	Long QT syndrome 14
CALM2	Long QT syndrome 15
CALM3	LONG QT SYNDROME 16
CALR	Thrombocythemia 1
CALR	Myelofibrosis
CAMK2A	Intellectual disability, autosomal recessive 63
CAMK2A	Intellectual disability, autosomal dominant 53
CAMK2B	Intellectual disability, autosomal dominant 54
CAMK2G	INTELLECTUAL DEVELOPMENTAL DISORDER 59
CAMTA1	Cerebellar ataxia, nonprogressive, with mental retardation
CANT1	EPIPHYSEAL DYSPLASIA, MULTIPLE, 7
CANT1	Desbuquois dysplasia 1
CAPN1	Spastic paraplegia 76, autosomal recessive
CAPN10	Diabetes mellitus, noninsulin-dependent, 1
CAPN3	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL DOMINANT 4
CAPN3	Limb-girdle muscular dystrophy, type 2A
CAPN5	Vitreoretinopathy, neovascular inflammatory
CARD11	IMMUNODEFICIENCY 11B WITH ATOPIC DERMATITIS
CARD11	Immunodeficiency 11
CARD11	B-cell expansion with NFKB and T-cell anergy
CARD14	Psoriasis susceptibility 2
CARD14	Pityriasis rubra pilaris
CARD9	Candidiasis, familial, 2
CARMIL2	Severe combined immunodeficiency due to CARMIL2 deficiency
CARS1	MICROCEPHALY, DEVELOPMENTAL DELAY, AND BRITTLE HAIR SYNDROME
CARS2	Combined oxidative phosphorylation deficiency 27
CARTPT	Obesity
CASK	Mental retardation and microcephaly with pontine and cerebellar hypoplasia
CASK	FG syndrome 4
CASK	Anemia, nonspherocytic hemolytic, due to G6PD deficiency
CASP10	Neoplasm of stomach
CASP10	Autoimmune lymphoproliferative syndrome, type 2A
CASP10	Non-Hodgkin lymphoma
CASP14	Ichthyosis, congenital, autosomal recessive 12
CASP14	Congenital ichthyosis of skin
CASP8	Lung cancer
CASP8	Autoimmune lymphoproliferative syndrome type 2B
CASP8	Familial cancer of breast
CASP8	Hepatocellular carcinoma
CASQ1	Myopathy, vacuolar, with casq1 aggregates
CASQ2	Ventricular tachycardia, catecholaminergic polymorphic, 2
CASQ2	Catecholaminergic polymorphic ventricular tachycardia type 1
CASR	Hypocalciuric hypercalcemia, familial, type 1
CASR	Hypocalcemia, autosomal dominant 1
CASR	Epilepsy, idiopathic generalized 8
CASR	Neonatal severe hyperparathyroidism
CAST	Peeling skin with leukonychia, acral punctate keratoses, cheilitis, and knuckle pads
CAT	Acatalasia
CATSPER1	Spermatogenic failure 7
CATSPER2	Spermatogenic failure 7
CATSPER2	Deafness-infertility syndrome
CAV1	Lipodystrophy, congenital generalized, type 3
CAV1	Primary pulmonary hypertension 3
CAV1	Partial lipodystrophy, congenital cataracts, and neurodegeneration syndrome
CAV3	Distal myopathy, Tateyama type
CAV3	Long QT syndrome 9
CAV3	Rippling muscle disease 2
CAV3	Elevated serum creatine phosphokinase
CAV3	Familial hypertrophic cardiomyopathy 1
CAVIN1	Lipodystrophy, congenital generalized, type 4
CBFB	Acute myeloid leukemia
CBFB	Acute myeloid leukemia
CBL	Juvenile myelomonocytic leukemia
CBL	Juvenile myelomonocytic leukemia
CBL	Noonan syndrome-like disorder with or without juvenile myelomonocytic leukemia
CBL	Noonan syndrome-like disorder with or without juvenile myelomonocytic leukemia
CBLIF	Intrinsic factor deficiency
CBS	Classic homocystinuria
CBX2	46,XY sex reversal, type 5
CC2D1A	Mental retardation, autosomal recessive 3
CC2D2A	Joubert syndrome 9
CC2D2A	Joubert syndrome with hepatic defect
CC2D2A	Meckel syndrome type 6
CCBE1	Hennekam lymphangiectasia-lymphedema syndrome 1
CCDC103	Ciliary dyskinesia, primary, 17
CCDC114	Ciliary dyskinesia, primary, 20
CCDC115	CCDC115-CDG
CCDC141	Hypogonadotropic hypogonadism 7 with or without anosmia
CCDC151	Ciliary dyskinesia, primary, 30
CCDC174	Hypotonia, infantile, with psychomotor retardation
CCDC22	Ritscher-schinzel syndrome 2
CCDC28B	Bardet-Biedl syndrome 1
CCDC39	Ciliary dyskinesia, primary, 14
CCDC40	Ciliary dyskinesia, primary, 15
CCDC47	Trichohepatoneurodevelopmental syndrome
CCDC50	Deafness, autosomal dominant 44
CCDC65	Ciliary dyskinesia, primary, 27
CCDC78	Myopathy, centronuclear, 4
CCDC8	Three M syndrome 3
CCDC88A	PEHO-like syndrome
CCDC88C	Congenital hydrocephalus 1
CCDC88C	Spinocerebellar ataxia 40
CCL11	Human immunodeficiency virus type 1, susceptibility to
CCL11	Asthma, susceptibility to
CCL2	Human immunodeficiency virus type 1, susceptibility to
CCL2	Mycobacterium tuberculosis, susceptibility to
CCL2	Neural tube defect
CCL3	Human immunodeficiency virus type 1, susceptibility to
CCL3L1	Human immunodeficiency virus type 1, susceptibility to
CCM2	Cerebral cavernous malformations 2
CCN6	Progressive pseudorheumatoid dysplasia
CCND1	Multiple myeloma
CCND1	Colorectal cancer
CCND1	Von Hippel-Lindau syndrome
CCND2	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3
CCNK	INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPERTELORISM AND DISTINCTIVE FACIES
CCNO	Ciliary dyskinesia, primary, 29
CCNQ	Syndactyly-telecanthus-anogenital and renal malformations syndrome
CCR5	Maraviroc response
CCR5	Diabetes mellitus, insulin-dependent, 22
CCR5	Hepatitis c virus, susceptibility to
CCR5	West nile virus, susceptibility to
CCT5	Neuropathy, hereditary sensory, with spastic paraplegia, autosomal recessive
CD151	Nephropathy with pretibial epidermolysis bullosa and deafness
CD151	RAPH BLOOD GROUP SYSTEM
CD164	Deafness, autosomal dominant 66
CD19	Common variable immunodeficiency 2
CD19	Common variable immunodeficiency 3
CD207	Birbeck granule deficiency
CD209	Dengue virus, susceptibility to
CD209	Human immunodeficiency virus type 1, susceptibility to
CD209	Mycobacterium tuberculosis, susceptibility to
CD244	Rheumatoid arthritis
CD247	Immunodeficiency due to defect in cd3-zeta
CD27	Lymphoproliferative syndrome 2
CD2AP	Focal segmental glomerulosclerosis 3, susceptibility to
CD320	Methylmalonic aciduria due to transcobalamin receptor defect
CD36	Coronary heart disease 7
CD36	Susceptibility to malaria
CD36	Platelet glycoprotein IV deficiency
CD3D	Immunodeficiency 19
CD3E	Immunodeficiency 18
CD3G	Immunodeficiency 17
CD3G	Immunodeficiency due to defect in CD3-gamma
CD4	Okt4 epitope deficiency
CD40	Hyper-IgM syndrome type 3
CD40LG	X-linked hyper-IgM syndrome
CD44	INDIAN BLOOD GROUP SYSTEM
CD46	Atypical hemolytic-uremic syndrome 2
CD55	Protein-losing enteropathy (disease)
CD55	Cromer blood group system
CD59	CD59-mediated hemolytic anemia with or without immune-mediated polyneuropathy
CD70	Severe combined immunodeficiency due to CD70 deficiency
CD79A	Agammaglobulinemia 3, autosomal recessive
CD79B	Agammaglobulinemia 6, autosomal recessive
CD81	Common variable immunodeficiency 6
CD8A	Cd8 deficiency, familial
CD96	C syndrome
CDAN1	Congenital dyserythropoietic anemia, type I
CDC14A	Deafness, autosomal recessive 32
CDC42	Takenouchi-Kosaki syndrome
CDC45	Meier-gorlin syndrome 7
CDC6	Meier-Gorlin syndrome 5
CDC73	Hyperparathyroidism 2
CDC73	Hyperparathyroidism 1
CDC73	Parathyroid carcinoma
CDCA7	Immunodeficiency-centromeric instability-facial anomalies syndrome 3
CDH1	Blepharocheilodontic syndrome 1
CDH1	Neoplasm of ovary
CDH1	Familial cancer of breast
CDH1	Malignant tumor of prostate
CDH1	Hereditary diffuse gastric cancer
CDH1	Endometrial carcinoma
CDH11	Brachioskeletogenital syndrome
CDH15	Mental retardation, autosomal dominant 3
CDH2	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 14
CDH2	AGENESIS OF CORPUS CALLOSUM, CARDIAC, OCULAR, AND GENITAL SYNDROME
CDH23	Usher syndrome type 1D
CDH23	Deafness, autosomal recessive 12
CDH23	PITUITARY ADENOMA 5, MULTIPLE TYPES
CDH3	EEM syndrome
CDH3	Congenital hypotrichosis with juvenile macular dystrophy
CDHR1	Cone-rod dystrophy 15
CDIN1	Congenital dyserythropoietic anemia type type 1B
CDK10	AL KAISSI SYNDROME
CDK13	Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder
CDK19	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 87
CDK4	Cutaneous malignant melanoma 3
CDK5	Lissencephaly 7 with cerebellar hypoplasia
CDK5RAP2	Primary autosomal recessive microcephaly 3
CDK6	Primary autosomal recessive microcephaly 12
CDK8	INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPOTONIA AND BEHAVIORAL ABNORMALITIES
CDKL5	Early infantile epileptic encephalopathy 2
CDKL5	Angelman syndrome-like
CDKN1B	Multiple endocrine neoplasia, type 4
CDKN1C	Beckwith-Wiedemann syndrome
CDKN1C	Intrauterine growth retardation, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomalies
CDKN2A	Melanoma and neural system tumor syndrome
CDKN2A	Cutaneous malignant melanoma 2
CDKN2A	Melanoma-pancreatic cancer syndrome
CDON	Holoprosencephaly 11
CDSN	Hypotrichosis 2
CDSN	Peeling skin syndrome 1
CDT1	Meier-Gorlin syndrome 4
CDY1	Spermatogenic failure, Y-linked 2
CDY2A	Spermatogenic failure, Y-linked 2
CEACAM16	Deafness, autosomal dominant 4b
CEACAM16	DEAFNESS, AUTOSOMAL RECESSIVE 113
CEBPA	Acute myeloid leukemia
CEBPA	Acute myeloid leukemia
CEBPE	Specific granule deficiency 1
CEL	Maturity-onset diabetes of the young type 8
CENPE	Primary autosomal recessive microcephaly 13
CENPF	Stromme syndrome
CENPJ	Primary autosomal recessive microcephaly 6
CENPJ	Seckel syndrome 4
CENPT	SHORT STATURE AND MICROCEPHALY WITH GENITAL ANOMALIES
CEP104	Joubert syndrome 25
CEP120	JOUBERT SYNDROME 31
CEP120	Short-rib thoracic dysplasia 13 with or without polydactyly
CEP135	Primary autosomal recessive microcephaly 8
CEP152	Primary autosomal recessive microcephaly 9
CEP152	Seckel syndrome 5
CEP164	Nephronophthisis 15
CEP19	Morbid obesity and spermatogenic failure
CEP250	Cone-rod dystrophy and hearing loss 2
CEP290	Leber congenital amaurosis 10
CEP290	Meckel syndrome, type 4
CEP290	Senior-Loken syndrome 6
CEP290	Bardet-Biedl syndrome 14
CEP290	Joubert syndrome 5
CEP41	Joubert syndrome
CEP41	Joubert syndrome 15
CEP55	Hydranencephaly with renal aplasia-dysplasia
CEP57	Mosaic variegated aneuploidy syndrome 2
CEP63	Seckel syndrome 6
CEP78	Cone-rod dystrophy and hearing loss 1
CEP83	Nephronophthisis 18
CEP85L	LISSENCEPHALY 10
CERKL	Retinitis pigmentosa 26
CERS1	Epilepsy, progressive myoclonic 8
CERS3	Autosomal recessive congenital ichthyosis 9
CERT1	Mental retardation, autosomal dominant 34
CES1	DRUG METABOLISM, ALTERED, CES1-RELATED
CETP	Hyperalphalipoproteinemia 1
CFAP251	SPERMATOGENIC FAILURE 33
CFAP298	Ciliary dyskinesia, primary, 26
CFAP300	Ciliary dyskinesia, primary, 38
CFAP410	Axial spondylometaphyseal dysplasia
CFAP410	RETINAL DYSTROPHY WITH OR WITHOUT MACULAR STAPHYLOMA
CFAP43	SPERMATOGENIC FAILURE 19
CFAP43	Normal pressure hydrocephalus
CFAP44	SPERMATOGENIC FAILURE 20
CFAP53	Heterotaxy, visceral, 6, autosomal
CFAP65	SPERMATOGENIC FAILURE 40
CFAP69	SPERMATOGENIC FAILURE 24
CFAP70	SPERMATOGENIC FAILURE 41
CFB	Complement factor B deficiency
CFB	Age-related macular degeneration 14
CFB	Atypical hemolytic-uremic syndrome 4
CFC1	Heterotaxy, visceral, 2, autosomal
CFD	Complement factor d deficiency
CFH	Factor H deficiency
CFH	Basal laminar drusen
CFH	Atypical hemolytic-uremic syndrome 1
CFH	Age-related macular degeneration 4
CFHR1	Atypical hemolytic-uremic syndrome 1
CFHR1	Age-related macular degeneration 1
CFHR3	Age-related macular degeneration 1
CFHR3	Atypical hemolytic-uremic syndrome 1
CFHR4	Atypical hemolytic uremic syndrome
CFHR5	CFHR5-Related Dense Deposit Disease / Membranoproliferative Glomerulonephritis Type II
CFHR5	CFHR5 deficiency
CFI	Afibrinogenemia
CFI	Age-related macular degeneration 13
CFI	Atypical hemolytic-uremic syndrome 3
CFL2	Nemaline myopathy 7
CFP	Properdin deficiency, X-linked
CFTR	Hereditary pancreatitis
CFTR	Bronchiectasis with or without elevated sweat chloride 1
CFTR	Cystic fibrosis
CFTR	Ivacaftor response
CFTR	Congenital bilateral aplasia of vas deferens from CFTR mutation
CHAMP1	Mental retardation, autosomal dominant 40
CHAT	Familial infantile myasthenia
CHCHD10	Myopathy, isolated mitochondrial, autosomal dominant
CHCHD10	Frontotemporal dementia and/or amyotrophic lateral sclerosis 2
CHCHD10	Spinal muscular atrophy, jokela type
CHCHD2	Parkinson disease 22, autosomal dominant
CHD1	PILAROWSKI-BJORNSSON SYNDROME
CHD2	Epileptic encephalopathy, childhood-onset
CHD3	SNIJDERS BLOK-CAMPEAU SYNDROME
CHD4	Sifrim-Hitz-Weiss syndrome
CHD7	CHARGE association
CHD7	Hypogonadotropic hypogonadism 5 with or without anosmia
CHD8	Autism, susceptibility to, 18
CHEK2	Osteosarcoma
CHEK2	Li-Fraumeni syndrome 2
CHEK2	Malignant tumor of prostate
CHEK2	Familial cancer of breast
CHI3L1	Schizophrenia
CHI3L1	Asthma-related traits, susceptibility to, 7
CHIC2	Acute myeloid leukemia
CHIC2	Acute myeloid leukemia
CHIT1	Chitotriosidase deficiency
CHKB	Megaconial type congenital muscular dystrophy
CHM	Choroideremia
CHMP1A	Pontocerebellar hypoplasia type 8
CHMP2B	Frontotemporal Dementia, Chromosome 3-Linked
