#GeneID	AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	SourceID	DiseaseMIM	LastUpdated
7840	ALMS1		C0268425	Alstrom syndrome			203800	Feb 16 2016
242	ALOX12B		C3888093	Autosomal recessive congenital ichthyosis 2	NCBI curation		242100	Feb 16 2016
240	ALOX5		C1869116	Asthma, susceptibility to	NCBI curation		600807	Feb 16 2016
241	ALOX5AP		C0948008	Ischemic stroke	Human Phenotype Ontology	HP:0002140	601367	Feb 16 2016
59344	ALOXE3		C3539888	Autosomal recessive congenital ichthyosis 3	NCBI curation		606545	Feb 16 2016
59344	ALOXE3		C3888093	Autosomal recessive congenital ichthyosis 2	NCBI curation		242100	Feb 16 2016
57538	ALPK3		C4748014	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC 27	OMIM	618052	618052	Jul 14 2018
249	ALPL		C0268412	Infantile hypophosphatasia			241500	Feb 16 2016
249	ALPL		C0268413	Adult hypophosphatasia			146300	Feb 16 2016
249	ALPL		C0220743	Childhood hypophosphatasia			241510	Feb 16 2016
249	ALPL		C0020630	Hypophosphatasia				Feb 16 2016
57679	ALS2		C1859807	Amyotrophic lateral sclerosis type 2			205100	Feb 16 2016
57679	ALS2		C2931441	Infantile-onset ascending hereditary spastic paralysis			607225	Feb 16 2016
57679	ALS2		C1853396	Juvenile primary lateral sclerosis			606353	Feb 16 2016
8092	ALX1		C3150706	Frontonasal dysplasia 3	NCBI curation		613456	Feb 16 2016
257	ALX3		C1876203	Frontonasal dysplasia 1	NCBI curation		136760	Feb 16 2016
60529	ALX4		C3150703	Frontonasal dysplasia 2	NCBI curation		613451	Feb 16 2016
60529	ALX4		C1865044	Parietal foramina 2	NCBI curation		609597	Feb 16 2016
60529	ALX4		C3809819	Craniosynostosis 5, susceptibility to	NCBI curation		615529	Feb 16 2016
23600	AMACR		C1858328	Congenital bile acid synthesis defect 4	MONDO	MONDO:0008967	214950	Apr 22 2020
23600	AMACR		C3280428	Alpha-methylacyl-CoA racemase deficiency	NCBI curation		614307	Feb 16 2016
258	AMBN		C4225394	Amelogenesis imperfecta, type IF	NCBI curation		616270	Jun 20 2017
265	AMELX		C1845053	Amelogenesis imperfecta, type 1E	NCBI curation		301200	Feb 16 2016
139285	AMER1		C0432268	Osteopathia striata with cranial sclerosis			300373	Feb 16 2016
268	AMH		C1849930	Persistent Mullerian duct syndrome			261550	Feb 16 2016
269	AMHR2		C1849930	Persistent Mullerian duct syndrome			261550	Feb 16 2016
9949	AMMECR1		C4310810	Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis	NCBI curation		300990	Jun 20 2017
81693	AMN		C4016948	Imerslund-Gräsbeck syndrome 2	NCBI curation		618882	Jul 21 2020
270	AMPD1		C3714933	Muscle AMP deaminase deficiency	NCBI curation		615511	Feb 16 2016
271	AMPD2		C3810295	Spastic paraplegia 63, autosomal recessive	NCBI curation		615686	Feb 16 2016
271	AMPD2		C4014354	Pontocerebellar hypoplasia, type 9	NCBI curation		615809	Oct 21 2017
272	AMPD3		C2752073	Erythrocyte AMP deaminase deficiency	NCBI curation		612874	Feb 16 2016
275	AMT		C0751748	Non-ketotic hyperglycinemia			605899	Feb 16 2016
401138	AMTN		C4539891	Amelogenesis imperfecta type 3B	MONDO	MONDO:0021547	617607	Apr 22 2020
64682	ANAPC1		C5231433	Rothmund-Thomson syndrome type 1	NCBI curation		618625	Nov  7 2019
283	ANG		C2678468	Amyotrophic lateral sclerosis type 9			611895	Feb 16 2016
27329	ANGPTL3		C1857970	Hypobetalipoproteinemia, familial, 2	NCBI curation		605019	Feb 16 2016
51129	ANGPTL4		C4014553	Plasma triglyceride level quantitative trait locus	NCBI curation		615881	Feb 16 2016
286	ANK1		C2674218	Spherocytosis type 1	NCBI curation		182900	Feb 16 2016
287	ANK2		C1970119	Cardiac arrhythmia, ankyrin B-related	NCBI curation		600919	Feb 16 2016
288	ANK3		C3809672	Mental retardation, autosomal recessive 37	NCBI curation		615493	Feb 16 2016
56172	ANKH		C1852502	Craniometaphyseal dysplasia, autosomal dominant	MONDO	MONDO:0007397	123000	Feb 16 2016
56172	ANKH		C0856830	Familial calcium pyrophosphate deposition	MONDO	MONDO:0007319	118600	Apr 17 2020
23141	ANKLE2		C4225249	Microcephaly 16, primary, autosomal recessive	NCBI curation		616681	Feb 16 2016
27063	ANKRD1		CN119551	ANKRD1-related dilated cardiomyopathy	NCBI curation			Feb 16 2016
27063	ANKRD1		C0007193	Primary dilated cardiomyopathy	NCBI curation			Feb 16 2016
29123	ANKRD11		C0220687	KBG syndrome			148050	Feb 16 2016
22852	ANKRD26		C1861185	Thrombocytopenia 2	MONDO	MONDO:0008555	188000	Feb 16 2016
203286	ANKS6		C3809320	Nephronophthisis 16	NCBI curation		615382	Feb 16 2016
54443	ANLN		C4014993	Focal segmental glomerulosclerosis 8	NCBI curation		616032	Feb 16 2016
55129	ANO10		C3150998	Spinocerebellar ataxia, autosomal recessive 10	NCBI curation		613728	Feb 16 2016
63982	ANO3		C3554374	Dystonia 24	NCBI curation		615034	Feb 16 2016
203859	ANO5		C2750076	Miyoshi muscular dystrophy 3	NCBI curation		613319	Feb 16 2016
203859	ANO5		C1969785	Limb-girdle muscular dystrophy, type 2L	NCBI curation		611307	Feb 16 2016
203859	ANO5		C1833736	Gnathodiaphyseal dysplasia	NCBI curation		166260	Mar  8 2016
196527	ANO6		C0796149	SCOTT SYNDROME	OMIM	262890	262890	May  9 2016
3730	ANOS1		C1563719	Hypogonadotropic hypogonadism 1 with or without anosmia	MONDO	MONDO:0010635	308700	Apr 22 2020
84168	ANTXR1		C1865871	Hemangioma, capillary infantile	NCBI curation		602089	Feb 16 2016
84168	ANTXR1		C0406723	Odontotrichomelic syndrome			230740	Feb 16 2016
118429	ANTXR2		C2745948	Hyaline fibromatosis syndrome	NCBI curation		228600	Feb 16 2016
311	ANXA11		C4693381	Amyotrophic lateral sclerosis type 23	MONDO	MONDO:0027694	617839	Apr 22 2020
308	ANXA5		C3280674	Pregnancy loss, recurrent, susceptibility to, 3	NCBI curation		614391	Feb 16 2016
162	AP1B1		C1275089	Autosomal recessive keratitis-ichthyosis-deafness syndrome			242150	Feb 16 2016
1174	AP1S1		C1836330	Mental retardation, enteropathy, deafness, peripheral neuropathy, ichthyosis, and keratoderma	NCBI curation		609313	Aug 24 2016
8905	AP1S2		C0796254	Pettigrew syndrome	NCBI curation		304340	Aug 24 2016
130340	AP1S3		C4015235	Psoriasis 15, pustular, susceptibility to	NCBI curation		616106	Feb 16 2016
1173	AP2M1		C5231497	INTELLECTUAL DEVELOPMENTAL DISORDER 60 WITH SEIZURES	OMIM	618587	618587	Sep 19 2019
1175	AP2S1		C1833372	Hypocalciuric hypercalcemia, familial, type III	NCBI curation		600740	May 26 2016
8546	AP3B1		C1842362	Hermansky-Pudlak syndrome 2	MONDO	MONDO:0011997	608233	Apr 22 2020
8120	AP3B2		C4310637	Epileptic encephalopathy, early infantile, 48	NCBI curation		617276	Jun 20 2017
8943	AP3D1		C4310746	Hermansky-Pudlak syndrome 10	NCBI curation		617050	Nov  2 2017
10717	AP4B1		C3279738	Spastic paraplegia 47, autosomal recessive	NCBI curation		614066	May 26 2016
23431	AP4E1		C3489627	Stuttering, familial persistent 1	NCBI curation		184450	Feb 16 2016
23431	AP4E1		C3151056	Spastic paraplegia 51, autosomal recessive	NCBI curation		613744	Feb 16 2016
9179	AP4M1		C2752008	Spastic paraplegia 50, autosomal recessive	NCBI curation		612936	Feb 16 2016
11154	AP4S1		C3279743	Spastic paraplegia 52, autosomal recessive	NCBI curation		614067	May 16 2016
9907	AP5Z1		C3150901	Spastic paraplegia 48, autosomal recessive	NCBI curation		613647	Feb 16 2016
324	APC		CN240755	Familial adenomatous polyposis				Mar  1 2017
324	APC		C1527249	Colorectal cancer	NCBI curation		114500	Feb 16 2016
324	APC		C2239176	Hepatocellular carcinoma	Human Phenotype Ontology	HP:0001402	114550	Feb 16 2016
324	APC		C0038356	Neoplasm of stomach	NCBI curation		613659	Feb 16 2016
324	APC		C1851124	Desmoid disease, hereditary	NCBI curation		135290	Feb 16 2016
324	APC		C2713442	Familial adenomatous polyposis 1	NCBI curation		175100	Feb 16 2016
324	APC		C2713442	Familial adenomatous polyposis 1	NCBI curation		175100	Feb 16 2016
324	APC		C2713442	Familial adenomatous polyposis 1	NCBI curation		175100	Feb 16 2016
324	APC		C2713442	Familial adenomatous polyposis 1	NCBI curation		175100	Feb 16 2016
324	APC		C2713442	Familial adenomatous polyposis 1	NCBI curation		175100	Feb 16 2016
10297	APC2		C5231458	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 10	OMIM	618677	618677	Nov 27 2019
10297	APC2		C4310684	Sotos syndrome 3	NCBI curation		617169	Jun 20 2017
147495	APCDD1		C4551976	Hypotrichosis 1	MONDO	MONDO:0011549	605389	Apr 22 2020
335	APOA1		CN262194	HYPOALPHALIPOPROTEINEMIA, PRIMARY, 2	OMIM	618463	618463	Aug 21 2019
335	APOA1		C0268389	Familial visceral amyloidosis, Ostertag type	NCBI curation		105200	Feb 16 2016
336	APOA2		C0745103	Familial hypercholesterolemia 1	NCBI curation		143890	Jan 17 2020
116519	APOA5		C0020480	Familial hypertriglyceridemia	NCBI curation		145750	Feb 16 2016
116519	APOA5		C0020481	Familial type 5 hyperlipoproteinemia			144650	Feb 16 2016
338	APOB		C1704417	Familial hypercholesterolemia 2	NCBI curation		144010	Jan 15 2020
338	APOB		C4551990	Hypobetalipoproteinemia, familial, 1	NCBI curation		615558	Feb 16 2016
344	APOC2		C1720779	Apolipoprotein C2 deficiency	NCBI curation		207750	Feb 16 2016
345	APOC3		C3151467	Hyperalphalipoproteinemia 2	NCBI curation		614028	Feb 16 2016
348	APOE		C0036489	Sea-blue histiocyte syndrome			269600	Feb 16 2016
348	APOE		C1847200	Alzheimer disease, type 4	NCBI curation		606889	Feb 16 2016
348	APOE		C1863051	Alzheimer disease 2	NCBI curation		104310	Mar  2 2016
348	APOE		C0020479	Familial type 3 hyperlipoproteinemia	NCBI curation		617347	Feb 16 2016
348	APOE		C1864205	Age-related macular degeneration 1	NCBI curation		603075	May 25 2016
348	APOE		C2673196	Lipoprotein glomerulopathy	NCBI curation		611771	Feb 16 2016
8542	APOL1		C2675525	Focal segmental glomerulosclerosis 4, susceptibility to	NCBI curation		612551	Feb 16 2016
23780	APOL2		C0036341	Schizophrenia	Human Phenotype Ontology	HP:0100753	181500	Feb 16 2016
80832	APOL4		C0036341	Schizophrenia	Human Phenotype Ontology	HP:0100753	181500	Feb 16 2016
351	APP		C0002395	Alzheimer disease	Human Phenotype Ontology	HP:0002511	104300	Feb 19 2020
351	APP		C2751536	Cerebral amyloid angiopathy, APP-related	NCBI curation		605714	Feb 16 2016
26060	APPL1		C4225299	Maturity-onset diabetes of the young, type 14	NCBI curation		616511	Feb 16 2016
353	APRT		C0268120	Adenine phosphoribosyltransferase deficiency	NCBI curation		614723	Feb 16 2016
54840	APTX		C1859598	Ataxia-oculomotor apraxia type 1	Orphanet	ORPHA1168	208920	Apr  6 2018
358	AQP1		C1292295	Colton Blood group system	NCBI curation		110450	Feb 16 2016
359	AQP2		C1563706	Nephrogenic diabetes insipidus, autosomal	NCBI curation		125800	Feb 16 2016
360	AQP3		C1843889	GIL BLOOD GROUP	OMIM	607457	607457	Feb 16 2016
362	AQP5		C1838359	Palmoplantar keratoderma, Bothnian type	MONDO	MONDO:0010849	600231	Apr 17 2020
364	AQP7		C3280715	Glycerol release during exercise, defective	NCBI curation		614411	Feb 16 2016
367	AR		C1839259	Bulbo-spinal atrophy X-linked			313200	Feb 16 2016
367	AR		C0039585	Androgen resistance syndrome	NCBI curation		300068	Aug  9 2017
367	AR		C0268301	Partial androgen insensitivity syndrome	Orphanet	ORPHA90797	312300	Aug 13 2017
367	AR		C0376358	Malignant tumor of prostate	NCBI curation		176807	Feb 16 2016
367	AR		C2678098	Hypospadias 1, X-linked	NCBI curation		300633	Feb 16 2016
372	ARCN1		C4310686	Short stature, rhizomelic, with microcephaly, micrognathia, and developmental delay	NCBI curation		617164	Jun 20 2017
375	ARF1		C4748602	PERIVENTRICULAR NODULAR HETEROTOPIA 8	OMIM	618185	618185	Nov 15 2018
10564	ARFGEF2		C1842563	Heterotopia, periventricular, autosomal recessive	NCBI curation		608097	Feb 16 2016
383	ARG1		C0268548	Arginase deficiency			207800	Feb 16 2016
23092	ARHGAP26		C0349639	Juvenile myelomonocytic leukemia	Human Phenotype Ontology	HP:0012209	607785	Feb 16 2016
57514	ARHGAP31		C4551482	Adams-Oliver syndrome 1	NCBI curation		100300	Feb 16 2016
396	ARHGDIA		C3808953	Nephrotic syndrome, type 8	NCBI curation		615244	Feb 16 2016
9138	ARHGEF1		C5193109	IMMUNODEFICIENCY 62	OMIM	618459	618459	Jun  7 2019
9639	ARHGEF10		C1842357	Slowed nerve conduction velocity, autosomal dominant	NCBI curation		608236	Feb 16 2016
23370	ARHGEF18		C4479481	Retinitis pigmentosa 78	NCBI curation		617433	Jun 20 2017
9181	ARHGEF2		C4479613	Neurodevelopmental disorder with midbrain and hindbrain malformations	NCBI curation		617523	Jun 20 2017
23229	ARHGEF9		C1845102	Early infantile epileptic encephalopathy 8	NCBI curation		300607	Feb 16 2016
8289	ARID1A		C3553247	Mental retardation, autosomal dominant 14	NCBI curation		614607	Feb 16 2016
57492	ARID1B		C3281201	Coffin-Siris syndrome 1	NCBI curation		135900	Sep 22 2016
196528	ARID2		C4540499	COFFIN-SIRIS SYNDROME 6	OMIM	617808	617808	Dec 15 2017
200894	ARL13B		C2676771	Joubert syndrome 8	NCBI curation		612291	Feb 16 2016
23568	ARL2BP		C4747737	Retinitis pigmentosa 82 with or without situs inversus	NCBI curation		615434	Mar  8 2019
403	ARL3		C4748536	Retinitis pigmentosa 83	NCBI curation		618173	Mar  8 2019
403	ARL3		C4748442	JOUBERT SYNDROME 35	OMIM	618161	618161	Nov  1 2018
84100	ARL6		C2936862	Bardet-Biedl syndrome 1	MONDO	MONDO:0008854	209900	Feb 16 2016
84100	ARL6		C1859564	Bardet-Biedl syndrome 3	MONDO	MONDO:0010832	600151	Feb 16 2016
84100	ARL6		C3150808	Retinitis pigmentosa 55	NCBI curation		613575	Feb 16 2016
84100	ARL6		C0035334	Retinitis pigmentosa	OMIM phenotypic series	PS268000	268000	Feb 16 2016
23204	ARL6IP1		C3810294	Spastic paraplegia 61, autosomal recessive	NCBI curation		615685	Feb 16 2016
84071	ARMC2		C5193095	SPERMATOGENIC FAILURE 38	OMIM	618433	618433	May 17 2019
55130	ARMC4		C3809548	Primary ciliary dyskinesia 23	NCBI curation		615451	Feb 16 2016
79798	ARMC5		C4014803	Acth-independent macronodular adrenal hyperplasia 2	NCBI curation		615954	Feb 16 2016
80210	ARMC9		C4539937	JOUBERT SYNDROME 30	OMIM	617622	617622	Aug 17 2017
387715	ARMS2		C3151070	Age-related macular degeneration 8	NCBI curation		613778	Feb 16 2016
9915	ARNT2		C4014708	Webb-Dattani syndrome	NCBI curation		615926	Feb 16 2016
10095	ARPC1B		C4540232	IMMUNODEFICIENCY 71 WITH INFLAMMATORY DISEASE AND CONGENITAL THROMBOCYTOPENIA	OMIM	617718	617718	Aug  5 2020
407	ARR3		C4538795	MYOPIA 26, X-LINKED, FEMALE-LIMITED	OMIM	301010	301010	Dec 24 2017
410	ARSA		C0023522	Metachromatic leukodystrophy			250100	Feb 16 2016
411	ARSB		C0026709	Mucopolysaccharidosis type 6	MONDO	MONDO:0009661	253200	Apr 17 2020
22901	ARSG		C4748364	Usher syndrome, type 4	MONDO	MONDO:0029141	618144	Apr 22 2020
415	ARSL		C1844853	X-linked chondrodysplasia punctata 1	MONDO	MONDO:0010555	302950	Apr 22 2020
420	ART4		C1292294	Blood group, Dombrock system	NCBI curation		616060	Feb 16 2016
64801	ARV1		C4310762	Epileptic encephalopathy, early infantile, 38	NCBI curation		617020	Aug 24 2016
170302	ARX		C0796250	Partington syndrome	MONDO	MONDO:0010654	309510	Apr 17 2020
170302	ARX		C1846171	Lissencephaly 2, X-linked	NCBI curation		300215	Feb 16 2016
170302	ARX		C0796244	Mental retardation, with or without seizures, ARX-related, X-linked	NCBI curation		300419	Feb 16 2016
170302	ARX		C3463992	Epileptic encephalopathy, early infantile, 1	NCBI curation		308350	Feb 16 2016
170302	ARX		C0796124	Corpus callosum agenesis-abnormal genitalia syndrome	MONDO	MONDO:0010224	300004	Apr 17 2020
427	ASAH1		C0268255	Farber disease	Orphanet	ORPHA333	228000	Apr  8 2018
427	ASAH1		C1834569	Spinal muscular atrophy-progressive myoclonic epilepsy syndrome	MONDO	MONDO:0008045	159950	Apr 17 2020
136371	ASB10		C1863926	Glaucoma 1, open angle, F	NCBI curation		603383	Feb 16 2016
51008	ASCC1		C0004763	Barrett esophagus	Human Phenotype Ontology	HP:0100580	614266	Apr 10 2018
51008	ASCC1		C4225176	Spinal muscular atrophy with congenital bone fractures 2	NCBI curation		616867	May 26 2016
429	ASCL1		C1275808	Congenital central hypoventilation	NCBI curation		209880	Feb 16 2016
55870	ASH1L		C4540478	Intellectual disability, autosomal dominant 52	MONDO	MONDO:0030918	617796	Apr 17 2020
434	ASIP		C2673200	Skin/hair/eye pigmentation, variation in, 9	NCBI curation		611742	Feb 16 2016
435	ASL		C0268547	Argininosuccinate lyase deficiency			207900	Feb 16 2016
440	ASNS		C3809971	Asparagine synthetase deficiency	NCBI curation		615574	Feb 16 2016
443	ASPA		C0206307	Spongy degeneration of central nervous system			271900	Feb 16 2016
444	ASPH		C1832167	Facial dysmorphism, lens dislocation, anterior segment abnormalities, and spontaneous filtering blebs	NCBI curation		601552	Aug 24 2016
259266	ASPM		C1837501	Primary autosomal recessive microcephaly 5	NCBI curation		608716	Feb 16 2016
54829	ASPN		C2675609	Osteoarthritis susceptibility 3	NCBI curation		607850	Feb 16 2016
54829	ASPN		C0158252	Intervertebral disc disorder			603932	Feb 16 2016
151516	ASPRV1		C0432304	Autosomal dominant lamellar ichthyosis			146750	Feb 16 2016
79058	ASPSCR1		C0206657	Alveolar soft part sarcoma (disease)	MONDO	MONDO:0011655	606243	Apr 17 2020
445	ASS1		C4721769	Citrullinemia type I			215700	Feb 16 2016
171023	ASXL1		C0796232	Bohring-Opitz syndrome	MONDO	MONDO:0011510	605039	Apr 17 2020
171023	ASXL1		C3463824	Myelodysplastic syndrome	NCBI curation		614286	Feb 16 2016
55252	ASXL2		C4310672	Shashi-Pena syndrome	NCBI curation		617190	Jun 20 2017
80816	ASXL3		C3809650	Bainbridge-Ropers syndrome	NCBI curation		615485	Feb 16 2016
84896	ATAD1		C4693933	HYPEREKPLEXIA 4	OMIM	618011	618011	Jun 10 2018
55210	ATAD3A		CN263387	PONTOCEREBELLAR HYPOPLASIA, HYPOTONIA, AND RESPIRATORY INSUFFICIENCY SYNDROME, NEONATAL LETHAL	OMIM	618810	618810	Mar 25 2020
55210	ATAD3A		C4310677	Harel-Yoon syndrome	NCBI curation		617183	Jun 20 2017
85300	ATCAY		C1832585	Cerebellar ataxia, Cayman type	NCBI curation		601238	Aug 16 2018
22926	ATF6		C4225297	Achromatopsia 7	NCBI curation		616517	Feb 16 2016
55054	ATG16L1		C1970207	Inflammatory bowel disease 10	NCBI curation		611081	Feb 16 2016
9474	ATG5		C4539808	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 25	OMIM	617584	617584	Jul 27 2017
471	ATIC		C1837530	AICAR transformylase/IMP cyclohydrolase deficiency	NCBI curation		608688	Feb 16 2016
51062	ATL1		C2931355	Hereditary spastic paraplegia 3A	MONDO	MONDO:0008437	182600	Apr 17 2020
51062	ATL1		C3150972	Hereditary sensory neuropathy type 1D	NCBI curation		613708	Feb 16 2016
25923	ATL3		C3810194	Hereditary sensory neuropathy type IF	NCBI curation		615632	Feb 16 2016
472	ATM		C0006142	Familial cancer of breast	NCBI curation		114480	Feb 16 2016
472	ATM		C0004135	Ataxia-telangiectasia syndrome	NCBI curation		208900	Nov  5 2019
1822	ATN1		C5193125	CONGENITAL HYPOTONIA, EPILEPSY, DEVELOPMENTAL DELAY, AND DIGITAL ANOMALIES	OMIM	618494	618494	Jul 14 2019
1822	ATN1		C0751781	Dentatorubral-pallidoluysian atrophy	MONDO	MONDO:0007435	125370	Apr 22 2020
220202	ATOH7		C1969783	Persistent hyperplastic primary vitreous, autosomal recessive	NCBI curation		221900	Feb 16 2016
286410	ATP11C		C4746970	X-linked congenital hemolytic anemia	MONDO	MONDO:0060455	301015	Apr 22 2020
23400	ATP13A2		C1847640	Kufor-Rakeb syndrome	MONDO	MONDO:0011706	606693	Apr 22 2020
23400	ATP13A2		C4310662	Spastic paraplegia 78, autosomal recessive	NCBI curation		617225	Jun 20 2017
476	ATP1A1		C4747974	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2DD	OMIM	618036	618036	Jun 30 2018
476	ATP1A1		C5193023	Hypomagnesemia, seizures, and mental retardation 2	NCBI curation		618314	Dec 29 2019
477	ATP1A2		C3549447	Alternating hemiplegia of childhood 1	NCBI curation		104290	Feb 16 2016
477	ATP1A2		C1865322	Familial hemiplegic migraine type 2	NCBI curation		602481	Feb 16 2016
478	ATP1A3		C3553788	Alternating hemiplegia of childhood 2	NCBI curation		614820	Feb 16 2016
478	ATP1A3		C1868681	Dystonia 12	MONDO	MONDO:0007496	128235	Feb 16 2016
478	ATP1A3		C1832466	Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome	MONDO	MONDO:0011038	601338	Apr 17 2020
481	ATP1B1		C0085580	Essential hypertension			145500	Feb 16 2016
487	ATP2A1		C1832918	Brody myopathy			601003	Feb 16 2016
488	ATP2A2		C0265971	Acrokeratosis verruciformis of Hopf			101900	Feb 16 2016
488	ATP2A2		C0022595	Keratosis follicularis			124200	Feb 16 2016
491	ATP2B2		C1832394	Deafness, autosomal recessive 12	NCBI curation		601386	Feb 16 2016
492	ATP2B3		C0796205	Spinocerebellar ataxia, X-linked 1	NCBI curation		302500	Feb 16 2016
27032	ATP2C1		C0085106	Familial benign pemphigus			169600	Feb 16 2016
498	ATP5F1A		C4015062	Combined oxidative phosphorylation deficiency 22	NCBI curation		616045	Feb 16 2016
498	ATP5F1A		C3808899	Mitochondrial complex v (atp synthase) deficiency, nuclear type 4	NCBI curation		615228	Aug 24 2016
513	ATP5F1D		C4748269	Mitochondrial complex 5 (ATP synthase) deficiency nuclear type 5	MONDO	MONDO:0020858	618120	Apr 17 2020
514	ATP5F1E		C3279708	Nuclearly-encoded mitochondrial complex V (ATP synthase) deficiency 3	NCBI curation		614053	Feb 16 2016
84833	ATP5MD		C5231461	Mitochondrial complex 5 (atp synthase) deficiency, nuclear type 6	MONDO	MONDO:0032869	618683	May 27 2020
537	ATP6AP1		C4310819	Immunodeficiency 47	NCBI curation		300972	Jul  3 2016
10159	ATP6AP2		CN280849	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIr	OMIM	301045	301045	Apr 23 2020
10159	ATP6AP2		C1845543	Mental retardation, X-linked, syndromic, Hedera type	NCBI curation		300423	Feb 16 2016
